game,league,season,team_name,player,jersey_number,pos,match_name
2023-06-04 Valladolid-Getafe,ESP-La Liga,2223,Real Valladolid,Lucas Oliveira Rosa,39,RM,Real Valladolid-Getafe
2023-06-04 Valladolid-Getafe,ESP-La Liga,2223,Real Valladolid,Jawad El Yamiq,15,CB,Real Valladolid-Getafe
2023-06-04 Valladolid-Getafe,ESP-La Liga,2223,Real Valladolid,Jordi Masip,1,GK,Real Valladolid-Getafe
2023-06-04 Valladolid-Getafe,ESP-La Liga,2223,Real Valladolid,Kenedy,19,LB,Real Valladolid-Getafe
2023-02-12 Valladolid-Osasuna,ESP-La Liga,2223,Real Valladolid,Roque Mesa,17,"DM,CM",Real Valladolid-Osasuna
2023-02-12 Valladolid-Osasuna,ESP-La Liga,2223,Real Valladolid,Monchu,8,DM,Real Valladolid-Osasuna
2023-02-12 Valladolid-Osasuna,ESP-La Liga,2223,Real Valladolid,Martin Hongla,20,CB,Real Valladolid-Osasuna
2023-06-04 Valladolid-Getafe,ESP-La Liga,2223,Real Valladolid,Luis Pérez,2,RB,Real Valladolid-Getafe
2023-02-12 Valladolid-Osasuna,ESP-La Liga,2223,Real Valladolid,Luis Pérez,2,RB,Real Valladolid-Osasuna
2023-02-12 Valladolid-Osasuna,ESP-La Liga,2223,Real Valladolid,Kike Pérez,4,DM,Real Valladolid-Osasuna
2023-02-12 Valladolid-Osasuna,ESP-La Liga,2223,Real Valladolid,Jordi Masip,1,GK,Real Valladolid-Osasuna
2023-06-04 Valladolid-Getafe,ESP-La Liga,2223,Real Valladolid,Kike Pérez,4,RM,Real Valladolid-Getafe
2023-02-26 Celta Vigo-Valladolid,ESP-La Liga,2223,Real Valladolid,Sergio León,7,RW,Celta de Vigo-Real Valladolid
2023-02-26 Celta Vigo-Valladolid,ESP-La Liga,2223,Real Valladolid,Sergio Escudero,18,LB,Celta de Vigo-Real Valladolid
2023-06-04 Valladolid-Getafe,ESP-La Liga,2223,Real Valladolid,Lucas Olaza,12,LB,Real Valladolid-Getafe
2023-02-12 Valladolid-Osasuna,ESP-La Liga,2223,Real Valladolid,Lucas Olaza,12,LB,Real Valladolid-Osasuna
2023-03-11 Elche-Valladolid,ESP-La Liga,2223,Real Valladolid,Jawad El Yamiq,15,CB,Elche-Real Valladolid
2023-02-18 Betis-Valladolid,ESP-La Liga,2223,Real Valladolid,Álvaro Aceves,31,GK,Real Betis-Real Valladolid
2023-03-11 Elche-Valladolid,ESP-La Liga,2223,Real Valladolid,Iván Sánchez,21,"CM,AM",Elche-Real Valladolid
2023-05-28 Almería-Valladolid,ESP-La Liga,2223,Real Valladolid,Gonzalo Plata,11,RW,Almería-Real Valladolid
2023-05-28 Almería-Valladolid,ESP-La Liga,2223,Real Valladolid,David Torres,32,CM,Almería-Real Valladolid
2023-05-28 Almería-Valladolid,ESP-La Liga,2223,Real Valladolid,Darwin Machís,22,LW,Almería-Real Valladolid
2023-05-28 Almería-Valladolid,ESP-La Liga,2223,Real Valladolid,Cyle Larin,25,FW,Almería-Real Valladolid
2022-08-19 Sevilla-Valladolid,ESP-La Liga,2223,Real Valladolid,Javi Sánchez,5,CB,Sevilla-Real Valladolid
2022-08-19 Sevilla-Valladolid,ESP-La Liga,2223,Real Valladolid,Iván Sánchez,21,RW,Sevilla-Real Valladolid
2022-08-19 Sevilla-Valladolid,ESP-La Liga,2223,Real Valladolid,Anuar,23,LW,Sevilla-Real Valladolid
2023-02-18 Betis-Valladolid,ESP-La Liga,2223,Real Valladolid,Óscar Plano,10,AM,Real Betis-Real Valladolid
2023-05-28 Almería-Valladolid,ESP-La Liga,2223,Real Valladolid,Iván Fresneda,27,RB,Almería-Real Valladolid
2023-02-26 Celta Vigo-Valladolid,ESP-La Liga,2223,Real Valladolid,Lucas Olaza,12,LB,Celta de Vigo-Real Valladolid
2023-02-26 Celta Vigo-Valladolid,ESP-La Liga,2223,Real Valladolid,Jawad El Yamiq,15,CB,Celta de Vigo-Real Valladolid
2023-02-26 Celta Vigo-Valladolid,ESP-La Liga,2223,Real Valladolid,Javi Sánchez,5,CB,Celta de Vigo-Real Valladolid
2023-02-26 Celta Vigo-Valladolid,ESP-La Liga,2223,Real Valladolid,Iván Sánchez,21,"LW,RW",Celta de Vigo-Real Valladolid
2023-02-26 Celta Vigo-Valladolid,ESP-La Liga,2223,Real Valladolid,Gonzalo Plata,11,RW,Celta de Vigo-Real Valladolid
2023-02-26 Celta Vigo-Valladolid,ESP-La Liga,2223,Real Valladolid,Cyle Larin,25,FW,Celta de Vigo-Real Valladolid
2023-04-22 Valladolid-Girona,ESP-La Liga,2223,Real Valladolid,Gonzalo Plata,11,RW,Real Valladolid-Girona
2023-04-22 Valladolid-Girona,ESP-La Liga,2223,Real Valladolid,Darwin Machís,22,LW,Real Valladolid-Girona
2023-04-22 Valladolid-Girona,ESP-La Liga,2223,Real Valladolid,Cyle Larin,25,FW,Real Valladolid-Girona
2023-02-26 Celta Vigo-Valladolid,ESP-La Liga,2223,Real Valladolid,Kike Pérez,4,DM,Celta de Vigo-Real Valladolid
2023-05-28 Almería-Valladolid,ESP-La Liga,2223,Real Valladolid,Javi Sánchez,5,CB,Almería-Real Valladolid
2023-04-22 Valladolid-Girona,ESP-La Liga,2223,Real Valladolid,Iván Fresneda,27,"RB,LB",Real Valladolid-Girona
2023-04-22 Valladolid-Girona,ESP-La Liga,2223,Real Valladolid,Javi Sánchez,5,CB,Real Valladolid-Girona
2022-08-19 Sevilla-Valladolid,ESP-La Liga,2223,Real Valladolid,Sergi Guardiola,16,FW,Sevilla-Real Valladolid
2023-04-22 Valladolid-Girona,ESP-La Liga,2223,Real Valladolid,Roque Mesa,17,RW,Real Valladolid-Girona
2023-04-22 Valladolid-Girona,ESP-La Liga,2223,Real Valladolid,Monchu,8,LM,Real Valladolid-Girona
2023-04-22 Valladolid-Girona,ESP-La Liga,2223,Real Valladolid,Martin Hongla,20,CM,Real Valladolid-Girona
2023-04-22 Valladolid-Girona,ESP-La Liga,2223,Real Valladolid,Luis Pérez,2,RB,Real Valladolid-Girona
2022-08-19 Sevilla-Valladolid,ESP-La Liga,2223,Real Valladolid,Roque Mesa,17,CM,Sevilla-Real Valladolid
2022-08-19 Sevilla-Valladolid,ESP-La Liga,2223,Real Valladolid,Monchu,8,FW,Sevilla-Real Valladolid
2022-08-19 Sevilla-Valladolid,ESP-La Liga,2223,Real Valladolid,Luis Pérez,2,RB,Sevilla-Real Valladolid
2023-04-22 Valladolid-Girona,ESP-La Liga,2223,Real Valladolid,Kike Pérez,4,"RM,LM",Real Valladolid-Girona
2023-04-22 Valladolid-Girona,ESP-La Liga,2223,Real Valladolid,Jordi Masip,1,GK,Real Valladolid-Girona
2023-04-22 Valladolid-Girona,ESP-La Liga,2223,Real Valladolid,Joaquín Fernández,24,CB,Real Valladolid-Girona
2023-02-26 Celta Vigo-Valladolid,ESP-La Liga,2223,Real Valladolid,Monchu,8,DM,Celta de Vigo-Real Valladolid
2023-02-26 Celta Vigo-Valladolid,ESP-La Liga,2223,Real Valladolid,Martin Hongla,20,DM,Celta de Vigo-Real Valladolid
2023-02-26 Celta Vigo-Valladolid,ESP-La Liga,2223,Real Valladolid,Luis Pérez,2,RB,Celta de Vigo-Real Valladolid
2022-08-19 Sevilla-Valladolid,ESP-La Liga,2223,Real Valladolid,Lucas Olaza,12,LB,Sevilla-Real Valladolid
2022-08-19 Sevilla-Valladolid,ESP-La Liga,2223,Real Valladolid,Kike Pérez,4,LM,Sevilla-Real Valladolid
2022-08-19 Sevilla-Valladolid,ESP-La Liga,2223,Real Valladolid,Joaquín Fernández,24,CB,Sevilla-Real Valladolid
2022-08-19 Sevilla-Valladolid,ESP-La Liga,2223,Real Valladolid,Jawad El Yamiq,15,CB,Sevilla-Real Valladolid
2023-04-22 Valladolid-Girona,ESP-La Liga,2223,Real Valladolid,Jawad El Yamiq,15,CB,Real Valladolid-Girona
2022-08-28 Barcelona-Valladolid,ESP-La Liga,2223,Real Valladolid,Anuar,23,LM,Barcelona-Real Valladolid
2022-08-28 Barcelona-Valladolid,ESP-La Liga,2223,Real Valladolid,Iván Sánchez,21,RM,Barcelona-Real Valladolid
2022-08-28 Barcelona-Valladolid,ESP-La Liga,2223,Real Valladolid,Javi Sánchez,5,CB,Barcelona-Real Valladolid
2022-08-28 Barcelona-Valladolid,ESP-La Liga,2223,Real Valladolid,Joaquín Fernández,24,CB,Barcelona-Real Valladolid
2023-02-18 Betis-Valladolid,ESP-La Liga,2223,Real Valladolid,Darwin Machís,22,LW,Real Betis-Real Valladolid
2023-02-18 Betis-Valladolid,ESP-La Liga,2223,Real Valladolid,Gonzalo Plata,11,RW,Real Betis-Real Valladolid
2023-02-18 Betis-Valladolid,ESP-La Liga,2223,Real Valladolid,Iván Sánchez,21,LW,Real Betis-Real Valladolid
2023-02-18 Betis-Valladolid,ESP-La Liga,2223,Real Valladolid,Javi Sánchez,5,CB,Real Betis-Real Valladolid
2023-02-18 Betis-Valladolid,ESP-La Liga,2223,Real Valladolid,Jawad El Yamiq,15,CB,Real Betis-Real Valladolid
2023-02-18 Betis-Valladolid,ESP-La Liga,2223,Real Valladolid,Jordi Masip,1,GK,Real Betis-Real Valladolid
2023-02-18 Betis-Valladolid,ESP-La Liga,2223,Real Valladolid,Kike Pérez,4,"DM,LW",Real Betis-Real Valladolid
2023-02-18 Betis-Valladolid,ESP-La Liga,2223,Real Valladolid,Lucas Olaza,12,LB,Real Betis-Real Valladolid
2023-02-18 Betis-Valladolid,ESP-La Liga,2223,Real Valladolid,Luis Pérez,2,RB,Real Betis-Real Valladolid
2023-02-18 Betis-Valladolid,ESP-La Liga,2223,Real Valladolid,Martin Hongla,20,CB,Real Betis-Real Valladolid
2022-08-28 Barcelona-Valladolid,ESP-La Liga,2223,Real Valladolid,Óscar Plano,10,FW,Barcelona-Real Valladolid
2022-08-28 Barcelona-Valladolid,ESP-La Liga,2223,Real Valladolid,Álvaro Aguado,6,CM,Barcelona-Real Valladolid
2022-08-28 Barcelona-Valladolid,ESP-La Liga,2223,Real Valladolid,Toni Villa,19,RM,Barcelona-Real Valladolid
2022-08-28 Barcelona-Valladolid,ESP-La Liga,2223,Real Valladolid,Sergio León,7,FW,Barcelona-Real Valladolid
2022-08-28 Barcelona-Valladolid,ESP-La Liga,2223,Real Valladolid,Sergio Escudero,18,LB,Barcelona-Real Valladolid
2022-08-28 Barcelona-Valladolid,ESP-La Liga,2223,Real Valladolid,Sergi Guardiola,16,FW,Barcelona-Real Valladolid
2022-08-28 Barcelona-Valladolid,ESP-La Liga,2223,Real Valladolid,Roque Mesa,17,CM,Barcelona-Real Valladolid
2022-08-28 Barcelona-Valladolid,ESP-La Liga,2223,Real Valladolid,Roberto Arroyo,30,LM,Barcelona-Real Valladolid
2022-08-13 Valladolid-Villarreal,ESP-La Liga,2223,Real Valladolid,Óscar Plano,10,LM,Real Valladolid-Villarreal
2023-02-18 Betis-Valladolid,ESP-La Liga,2223,Real Valladolid,Cyle Larin,25,FW,Real Betis-Real Valladolid
2023-04-22 Valladolid-Girona,ESP-La Liga,2223,Real Valladolid,Selim Amallah,9,LW,Real Valladolid-Girona
2022-08-13 Valladolid-Villarreal,ESP-La Liga,2223,Real Valladolid,Álvaro Aguado,6,CM,Real Valladolid-Villarreal
2022-08-13 Valladolid-Villarreal,ESP-La Liga,2223,Real Valladolid,Sékou Gassama,22,FW,Real Valladolid-Villarreal
2022-08-28 Barcelona-Valladolid,ESP-La Liga,2223,Real Valladolid,Jordi Masip,1,GK,Barcelona-Real Valladolid
2022-08-28 Barcelona-Valladolid,ESP-La Liga,2223,Real Valladolid,Kike Pérez,4,CM,Barcelona-Real Valladolid
2022-08-28 Barcelona-Valladolid,ESP-La Liga,2223,Real Valladolid,Luis Pérez,2,RB,Barcelona-Real Valladolid
2022-08-28 Barcelona-Valladolid,ESP-La Liga,2223,Real Valladolid,Monchu,8,DM,Barcelona-Real Valladolid
2023-02-18 Betis-Valladolid,ESP-La Liga,2223,Real Valladolid,Álvaro Aguado,6,DM,Real Betis-Real Valladolid
2022-08-13 Valladolid-Villarreal,ESP-La Liga,2223,Real Valladolid,Gonzalo Plata,11,RM,Real Valladolid-Villarreal
2022-08-13 Valladolid-Villarreal,ESP-La Liga,2223,Real Valladolid,Iván Sánchez,21,RM,Real Valladolid-Villarreal
2022-08-13 Valladolid-Villarreal,ESP-La Liga,2223,Real Valladolid,Jawad El Yamiq,15,CB,Real Valladolid-Villarreal
2022-08-13 Valladolid-Villarreal,ESP-La Liga,2223,Real Valladolid,Joaquín Fernández,24,CB,Real Valladolid-Villarreal
2022-08-13 Valladolid-Villarreal,ESP-La Liga,2223,Real Valladolid,Kike Pérez,4,CM,Real Valladolid-Villarreal
2022-08-13 Valladolid-Villarreal,ESP-La Liga,2223,Real Valladolid,Lucas Olaza,12,LB,Real Valladolid-Villarreal
2022-08-13 Valladolid-Villarreal,ESP-La Liga,2223,Real Valladolid,Luis Pérez,2,RB,Real Valladolid-Villarreal
2022-08-13 Valladolid-Villarreal,ESP-La Liga,2223,Real Valladolid,Monchu,8,DM,Real Valladolid-Villarreal
2022-08-13 Valladolid-Villarreal,ESP-La Liga,2223,Real Valladolid,Roque Mesa,17,CM,Real Valladolid-Villarreal
2022-08-13 Valladolid-Villarreal,ESP-La Liga,2223,Real Valladolid,Sergio Asenjo,25,GK,Real Valladolid-Villarreal
2022-08-13 Valladolid-Villarreal,ESP-La Liga,2223,Real Valladolid,Sergio Escudero,18,LB,Real Valladolid-Villarreal
2022-08-19 Sevilla-Valladolid,ESP-La Liga,2223,Real Valladolid,Óscar Plano,10,CM,Sevilla-Real Valladolid
2022-08-19 Sevilla-Valladolid,ESP-La Liga,2223,Real Valladolid,Álvaro Aguado,6,RM,Sevilla-Real Valladolid
2022-08-13 Valladolid-Villarreal,ESP-La Liga,2223,Real Valladolid,Sergio León,7,FW,Real Valladolid-Villarreal
2022-08-13 Valladolid-Villarreal,ESP-La Liga,2223,Real Valladolid,Toni Villa,19,LM,Real Valladolid-Villarreal
2023-04-22 Valladolid-Girona,ESP-La Liga,2223,Real Valladolid,Sergio Escudero,18,LB,Real Valladolid-Girona
2023-04-22 Valladolid-Girona,ESP-La Liga,2223,Real Valladolid,Álvaro Aguado,6,RM,Real Valladolid-Girona
2023-05-28 Almería-Valladolid,ESP-La Liga,2223,Real Valladolid,Jordi Masip,1,GK,Almería-Real Valladolid
2023-05-23 Valladolid-Barcelona,ESP-La Liga,2223,Real Valladolid,Óscar Plano,10,AM,Real Valladolid-Barcelona
2023-03-11 Elche-Valladolid,ESP-La Liga,2223,Real Valladolid,Gonzalo Plata,11,"RM,RW",Elche-Real Valladolid
2023-03-11 Elche-Valladolid,ESP-La Liga,2223,Real Valladolid,Darwin Machís,22,LW,Elche-Real Valladolid
2023-03-11 Elche-Valladolid,ESP-La Liga,2223,Real Valladolid,Cyle Larin,25,FW,Elche-Real Valladolid
2022-10-30 Osasuna-Valladolid,ESP-La Liga,2223,Real Valladolid,Javi Sánchez,5,CB,Osasuna-Real Valladolid
2022-10-30 Osasuna-Valladolid,ESP-La Liga,2223,Real Valladolid,Iván Fresneda,27,RB,Osasuna-Real Valladolid
2022-10-30 Osasuna-Valladolid,ESP-La Liga,2223,Real Valladolid,Gonzalo Plata,11,RW,Osasuna-Real Valladolid
2023-02-05 Real Sociedad-Valladolid,ESP-La Liga,2223,Real Valladolid,Lucas Oliveira Rosa,39,RW,Real Sociedad-Real Valladolid
2023-02-05 Real Sociedad-Valladolid,ESP-La Liga,2223,Real Valladolid,Lucas Olaza,12,LB,Real Sociedad-Real Valladolid
2023-02-05 Real Sociedad-Valladolid,ESP-La Liga,2223,Real Valladolid,Kike Pérez,4,DM,Real Sociedad-Real Valladolid
2023-02-05 Real Sociedad-Valladolid,ESP-La Liga,2223,Real Valladolid,Jordi Masip,1,GK,Real Sociedad-Real Valladolid
2023-02-05 Real Sociedad-Valladolid,ESP-La Liga,2223,Real Valladolid,Jawad El Yamiq,15,CB,Real Sociedad-Real Valladolid
2023-02-05 Real Sociedad-Valladolid,ESP-La Liga,2223,Real Valladolid,Javi Sánchez,5,CB,Real Sociedad-Real Valladolid
2023-02-05 Real Sociedad-Valladolid,ESP-La Liga,2223,Real Valladolid,Iván Sánchez,21,AM,Real Sociedad-Real Valladolid
2023-02-05 Real Sociedad-Valladolid,ESP-La Liga,2223,Real Valladolid,Gonzalo Plata,11,RW,Real Sociedad-Real Valladolid
2023-02-05 Real Sociedad-Valladolid,ESP-La Liga,2223,Real Valladolid,Darwin Machís,22,LW,Real Sociedad-Real Valladolid
2023-02-05 Real Sociedad-Valladolid,ESP-La Liga,2223,Real Valladolid,Cyle Larin,25,FW,Real Sociedad-Real Valladolid
2023-02-18 Betis-Valladolid,ESP-La Liga,2223,Real Valladolid,Sergio León,7,AM,Real Betis-Real Valladolid
2022-08-19 Sevilla-Valladolid,ESP-La Liga,2223,Real Valladolid,Sergio León,7,RW,Sevilla-Real Valladolid
2023-05-23 Valladolid-Barcelona,ESP-La Liga,2223,Real Valladolid,Álvaro Aguado,6,DM,Real Valladolid-Barcelona
2022-08-19 Sevilla-Valladolid,ESP-La Liga,2223,Real Valladolid,Sergio Escudero,18,LB,Sevilla-Real Valladolid
2023-05-23 Valladolid-Barcelona,ESP-La Liga,2223,Real Valladolid,Sergio Escudero,18,DM,Real Valladolid-Barcelona
2023-05-23 Valladolid-Barcelona,ESP-La Liga,2223,Real Valladolid,Monchu,8,LB,Real Valladolid-Barcelona
2023-03-11 Elche-Valladolid,ESP-La Liga,2223,Real Valladolid,Iván Fresneda,27,RB,Elche-Real Valladolid
2023-05-23 Valladolid-Barcelona,ESP-La Liga,2223,Real Valladolid,Cyle Larin,25,FW,Real Valladolid-Barcelona
2023-05-23 Valladolid-Barcelona,ESP-La Liga,2223,Real Valladolid,Darwin Machís,22,LW,Real Valladolid-Barcelona
2023-05-23 Valladolid-Barcelona,ESP-La Liga,2223,Real Valladolid,David Torres,32,CB,Real Valladolid-Barcelona
2023-05-23 Valladolid-Barcelona,ESP-La Liga,2223,Real Valladolid,Gonzalo Plata,11,RW,Real Valladolid-Barcelona
2023-05-23 Valladolid-Barcelona,ESP-La Liga,2223,Real Valladolid,Iván Fresneda,27,RB,Real Valladolid-Barcelona
2023-05-23 Valladolid-Barcelona,ESP-La Liga,2223,Real Valladolid,Javi Sánchez,5,CB,Real Valladolid-Barcelona
2023-05-23 Valladolid-Barcelona,ESP-La Liga,2223,Real Valladolid,Joaquín Fernández,24,CB,Real Valladolid-Barcelona
2023-02-12 Valladolid-Osasuna,ESP-La Liga,2223,Real Valladolid,Javi Sánchez,5,CB,Real Valladolid-Osasuna
2023-02-12 Valladolid-Osasuna,ESP-La Liga,2223,Real Valladolid,Iván Sánchez,21,"RM,DM,LW",Real Valladolid-Osasuna
2023-02-12 Valladolid-Osasuna,ESP-La Liga,2223,Real Valladolid,Gonzalo Plata,11,RW,Real Valladolid-Osasuna
2023-02-12 Valladolid-Osasuna,ESP-La Liga,2223,Real Valladolid,Darwin Machís,22,LW,Real Valladolid-Osasuna
2023-02-12 Valladolid-Osasuna,ESP-La Liga,2223,Real Valladolid,Cyle Larin,25,FW,Real Valladolid-Osasuna
2023-02-05 Real Sociedad-Valladolid,ESP-La Liga,2223,Real Valladolid,Martin Hongla,20,CB,Real Sociedad-Real Valladolid
2023-02-05 Real Sociedad-Valladolid,ESP-La Liga,2223,Real Valladolid,Luis Pérez,2,RB,Real Sociedad-Real Valladolid
2023-05-23 Valladolid-Barcelona,ESP-La Liga,2223,Real Valladolid,Jordi Masip,1,GK,Real Valladolid-Barcelona
2023-05-23 Valladolid-Barcelona,ESP-La Liga,2223,Real Valladolid,Kike Pérez,4,AM,Real Valladolid-Barcelona
2023-05-23 Valladolid-Barcelona,ESP-La Liga,2223,Real Valladolid,Lucas Olaza,12,LB,Real Valladolid-Barcelona
2023-05-23 Valladolid-Barcelona,ESP-La Liga,2223,Real Valladolid,Lucas Oliveira Rosa,39,LW,Real Valladolid-Barcelona
2023-05-23 Valladolid-Barcelona,ESP-La Liga,2223,Real Valladolid,Roque Mesa,17,DM,Real Valladolid-Barcelona
2023-03-11 Elche-Valladolid,ESP-La Liga,2223,Real Valladolid,Javi Sánchez,5,CB,Elche-Real Valladolid
2023-01-29 Valladolid-Valencia,ESP-La Liga,2223,Real Valladolid,Cyle Larin,25,FW,Real Valladolid-Valencia CF
2023-01-29 Valladolid-Valencia,ESP-La Liga,2223,Real Valladolid,David Torres,32,LB,Real Valladolid-Valencia CF
2023-03-05 Valladolid-Espanyol,ESP-La Liga,2223,Real Valladolid,Roque Mesa,17,LM,Real Valladolid-Espanyol
2023-03-05 Valladolid-Espanyol,ESP-La Liga,2223,Real Valladolid,Monchu,8,LM,Real Valladolid-Espanyol
2023-03-05 Valladolid-Espanyol,ESP-La Liga,2223,Real Valladolid,Martin Hongla,20,CM,Real Valladolid-Espanyol
2023-03-05 Valladolid-Espanyol,ESP-La Liga,2223,Real Valladolid,Lucas Olaza,12,LB,Real Valladolid-Espanyol
2023-03-05 Valladolid-Espanyol,ESP-La Liga,2223,Real Valladolid,Joaquín Fernández,24,CB,Real Valladolid-Espanyol
2023-03-05 Valladolid-Espanyol,ESP-La Liga,2223,Real Valladolid,Jawad El Yamiq,15,CB,Real Valladolid-Espanyol
2023-03-05 Valladolid-Espanyol,ESP-La Liga,2223,Real Valladolid,Iván Sánchez,21,RM,Real Valladolid-Espanyol
2023-03-05 Valladolid-Espanyol,ESP-La Liga,2223,Real Valladolid,Iván Fresneda,27,RB,Real Valladolid-Espanyol
2023-03-05 Valladolid-Espanyol,ESP-La Liga,2223,Real Valladolid,Gonzalo Plata,11,RW,Real Valladolid-Espanyol
2023-03-05 Valladolid-Espanyol,ESP-La Liga,2223,Real Valladolid,Darwin Machís,22,"LW,RM",Real Valladolid-Espanyol
2023-03-05 Valladolid-Espanyol,ESP-La Liga,2223,Real Valladolid,Cyle Larin,25,FW,Real Valladolid-Espanyol
2023-05-28 Almería-Valladolid,ESP-La Liga,2223,Real Valladolid,Roque Mesa,17,CM,Almería-Real Valladolid
2023-05-28 Almería-Valladolid,ESP-La Liga,2223,Real Valladolid,Monchu,8,LW,Almería-Real Valladolid
2023-05-28 Almería-Valladolid,ESP-La Liga,2223,Real Valladolid,Martin Hongla,20,CB,Almería-Real Valladolid
2023-05-28 Almería-Valladolid,ESP-La Liga,2223,Real Valladolid,Lucas Oliveira Rosa,39,RB,Almería-Real Valladolid
2023-05-28 Almería-Valladolid,ESP-La Liga,2223,Real Valladolid,Lucas Olaza,12,LB,Almería-Real Valladolid
2022-08-19 Sevilla-Valladolid,ESP-La Liga,2223,Real Valladolid,Sergio Asenjo,25,GK,Sevilla-Real Valladolid
2023-05-28 Almería-Valladolid,ESP-La Liga,2223,Real Valladolid,Kike Pérez,4,RM,Almería-Real Valladolid
2023-05-28 Almería-Valladolid,ESP-La Liga,2223,Real Valladolid,Kenedy,19,LM,Almería-Real Valladolid
2023-03-05 Valladolid-Espanyol,ESP-La Liga,2223,Real Valladolid,Sergio Asenjo,13,GK,Real Valladolid-Espanyol
2023-01-29 Valladolid-Valencia,ESP-La Liga,2223,Real Valladolid,Darwin Machís,22,LW,Real Valladolid-Valencia CF
2023-03-05 Valladolid-Espanyol,ESP-La Liga,2223,Real Valladolid,Sergio Escudero,18,LB,Real Valladolid-Espanyol
2023-03-05 Valladolid-Espanyol,ESP-La Liga,2223,Real Valladolid,Álvaro Aguado,6,"RM,LM",Real Valladolid-Espanyol
2023-01-29 Valladolid-Valencia,ESP-La Liga,2223,Real Valladolid,Gonzalo Plata,11,RW,Real Valladolid-Valencia CF
2023-02-26 Celta Vigo-Valladolid,ESP-La Liga,2223,Real Valladolid,Sergio Asenjo,13,GK,Celta de Vigo-Real Valladolid
2023-02-26 Celta Vigo-Valladolid,ESP-La Liga,2223,Real Valladolid,Selim Amallah,9,"AM,RW",Celta de Vigo-Real Valladolid
2023-02-26 Celta Vigo-Valladolid,ESP-La Liga,2223,Real Valladolid,Roque Mesa,17,DM,Celta de Vigo-Real Valladolid
2023-01-29 Valladolid-Valencia,ESP-La Liga,2223,Real Valladolid,Javi Sánchez,5,CB,Real Valladolid-Valencia CF
2023-01-29 Valladolid-Valencia,ESP-La Liga,2223,Real Valladolid,Joaquín Fernández,24,CB,Real Valladolid-Valencia CF
2023-05-28 Almería-Valladolid,ESP-La Liga,2223,Real Valladolid,Óscar Plano,10,RM,Almería-Real Valladolid
2023-05-28 Almería-Valladolid,ESP-La Liga,2223,Real Valladolid,Álvaro Aguado,6,LM,Almería-Real Valladolid
2023-01-29 Valladolid-Valencia,ESP-La Liga,2223,Real Valladolid,Jordi Masip,1,GK,Real Valladolid-Valencia CF
2023-01-29 Valladolid-Valencia,ESP-La Liga,2223,Real Valladolid,Kike Pérez,4,"RM,LM",Real Valladolid-Valencia CF
2023-01-29 Valladolid-Valencia,ESP-La Liga,2223,Real Valladolid,Lucas Olaza,12,LB,Real Valladolid-Valencia CF
2023-01-29 Valladolid-Valencia,ESP-La Liga,2223,Real Valladolid,Lucas Oliveira Rosa,39,RB,Real Valladolid-Valencia CF
2023-01-29 Valladolid-Valencia,ESP-La Liga,2223,Real Valladolid,Luis Pérez,2,RB,Real Valladolid-Valencia CF
2023-01-29 Valladolid-Valencia,ESP-La Liga,2223,Real Valladolid,Monchu,8,CM,Real Valladolid-Valencia CF
2023-01-29 Valladolid-Valencia,ESP-La Liga,2223,Real Valladolid,Roque Mesa,17,CM,Real Valladolid-Valencia CF
2023-01-29 Valladolid-Valencia,ESP-La Liga,2223,Real Valladolid,Sergio León,7,FW,Real Valladolid-Valencia CF
2023-01-29 Valladolid-Valencia,ESP-La Liga,2223,Real Valladolid,Álvaro Aguado,6,LM,Real Valladolid-Valencia CF
2023-01-29 Valladolid-Valencia,ESP-La Liga,2223,Real Valladolid,Óscar Plano,10,"RW,RM",Real Valladolid-Valencia CF
2023-03-05 Valladolid-Espanyol,ESP-La Liga,2223,Real Valladolid,Óscar Plano,10,LW,Real Valladolid-Espanyol
2023-03-05 Valladolid-Espanyol,ESP-La Liga,2223,Real Valladolid,Sergio León,7,FW,Real Valladolid-Espanyol
2023-02-18 Betis-Valladolid,ESP-La Liga,2223,Real Valladolid,Monchu,8,DM,Real Betis-Real Valladolid
2022-09-16 Valladolid-Cádiz,ESP-La Liga,2223,Real Valladolid,Lucas Olaza,12,LB,Real Valladolid-Cádiz
2023-05-14 Valladolid-Sevilla,ESP-La Liga,2223,Real Valladolid,Kenedy,19,LW,Real Valladolid-Sevilla
2023-04-27 Valencia-Valladolid,ESP-La Liga,2223,Real Valladolid,Sergio Escudero,18,LB,Valencia CF-Real Valladolid
2023-04-27 Valencia-Valladolid,ESP-La Liga,2223,Real Valladolid,Selim Amallah,9,CM,Valencia CF-Real Valladolid
2023-04-27 Valencia-Valladolid,ESP-La Liga,2223,Real Valladolid,Monchu,8,CM,Valencia CF-Real Valladolid
2023-04-27 Valencia-Valladolid,ESP-La Liga,2223,Real Valladolid,Martin Hongla,20,CB,Valencia CF-Real Valladolid
2023-04-27 Valencia-Valladolid,ESP-La Liga,2223,Real Valladolid,Lucas Olaza,12,LB,Valencia CF-Real Valladolid
2023-04-27 Valencia-Valladolid,ESP-La Liga,2223,Real Valladolid,Kike Pérez,4,CM,Valencia CF-Real Valladolid
2023-04-27 Valencia-Valladolid,ESP-La Liga,2223,Real Valladolid,Kenedy,19,FW,Valencia CF-Real Valladolid
2023-04-27 Valencia-Valladolid,ESP-La Liga,2223,Real Valladolid,Jordi Masip,1,GK,Valencia CF-Real Valladolid
